"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Bundesland";"Postleitzahl";"Ort";"Straße";"Hausnummer";"Gemarkung";"Flurstück";"Gemeindeschlüssel";"Koordinate: Breitengrad (WGS84)";"Koordinate: Längengrad (WGS84)";"Anzahl der Solar-Module";"Hauptausrichtung der Solar-Module";"Name des Windparks";"Nabenhöhe der Windenergieanlage";"Rotordurchmesser der Windenergieanlage";"Hersteller der Windenergieanlage";"Typenbezeichnung";"Hauptbrennstoff der Einheit";"Nutzbare Speicherkapazität in kWh";"Technologie der Stromerzeugung";"Lage der Einheit";"Letzte Aktualisierung";"Datum der endgültigen Stilllegung";"Datum der geplanten Inbetriebnahme";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Volleinspeisung oder Teileinspeisung";"MaStR-Nr. der Genehmigung";"Name des Anschluss-Netzbetreibers";"MaStR-Nr. des Anschluss-Netzbetreibers";"Netzbetreiberprüfung";"Spannungsebene";"MaStR-Nr. der Lokation";"MaStR-Nr. der EEG-Anlage";"EEG-Anlagenschlüssel";"Inbetriebnahmedatum der EEG-Anlage";"Installierte Leistung der EEG-Anlage";"Zuschlagnummer (EEG/KWK-Ausschreibung)";"MaStR-Nr. der KWK-Anlage";"Inbetriebnahmedatum der KWK-Anlage";"Elektrische KWK-Leistung";"Thermische Nutzleistung in kW"
"SEE946364788003";"Thonberg WEA 5.1";"In Betrieb";"Wind";"800";"800";"8/2/2010";"3/11/2020";"Sachsen";"01920";"Elstra";"Prietitzer Straße";"";"";"";"14625130";"51,235905";"14,151651";"";"";"Thonberg";"73";"53";"ENERCON GmbH";"E-53";"";"";"Horizontalläufer";"Windkraft an Land";"5/17/2023";"";"";"Steffen Stecher e.K.";"ABR981064215428";"Volleinspeisung";"SGE959636371346";"SachsenNetze HS.HD GmbH (SNB968914838013)";"SNB968914838013";"Geprüft";"Mittelspannung";"SEL999155186335";"EEG965330277853";"E41874010000000000314100474500001";"8/31/2010";"800";"";"";"";"";""
"SEE973156043033";"WEA 01-64814 NM64c/1500";"In Betrieb";"Wind";"1500";"1500";"9/15/1999";"3/12/2020";"Sachsen";"04769";"Mügeln";"";"";"Sornzig-Ablass";"Flur : Flurstück 135";"14730200";"51,234558";"12,920297";"";"";"Windpark Ablaß";"68";"64";"NEG Micon Deutschland GmbH";"NM 64 C / 1500";"";"";"Horizontalläufer";"Windkraft an Land";"3/15/2022";"";"";"Windpark Ablaß GmbH & Co. KG";"ABR968054255367";"Volleinspeisung";"SGE957372842526";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung; Hochspannung; Hochspannung; Hochspannung";"SEL912183867588";"EEG933783156971";"E41081010000000000000000000005902";"9/15/1999";"1500";"";"";"";"";""
"SEE906687970387";"WEA 02-64817 NM64c/1500";"In Betrieb";"Wind";"1500";"1500";"9/15/1999";"3/12/2020";"Sachsen";"04769";"Mügeln";"";"";"Sornzig-Ablass";"Flur : Flurstück 178/1";"14730200";"51,233411";"12,926611";"";"";"Windpark Ablaß";"68";"64";"NEG Micon Deutschland GmbH";"NM 64 C / 1500";"";"";"Horizontalläufer";"Windkraft an Land";"3/15/2022";"";"";"Windpark Ablaß GmbH & Co. KG";"ABR968054255367";"Volleinspeisung";"SGE950165579197";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung; Hochspannung; Hochspannung; Hochspannung";"SEL912183867588";"EEG950321535364";"E41081010000000000000000000005904";"9/15/1999";"1500";"";"";"";"";""
"SEE960119235611";"WEA 03-64831 NM64c/1500";"In Betrieb";"Wind";"1500";"1500";"9/22/1999";"3/12/2020";"Sachsen";"04769";"Mügeln";"";"";"Sornzig-Ablass";"Flur : Flurstück 178/1";"14730200";"51,233294";"12,933542";"";"";"Windpark Ablaß";"68";"64";"NEG Micon Deutschland GmbH";"NM 64 C / 1500";"";"";"Horizontalläufer";"Windkraft an Land";"3/15/2022";"";"";"Windpark Ablaß GmbH & Co. KG";"ABR968054255367";"Volleinspeisung";"SGE953428392250";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung; Hochspannung; Hochspannung; Hochspannung";"SEL912183867588";"EEG925992784564";"E41081010000000000000000000005903";"9/22/1999";"1500";"";"";"";"";""
"SEE948055646258";"WEA 04-64841 NM64c/1500";"In Betrieb";"Wind";"1500";"1500";"10/21/1999";"3/12/2020";"Sachsen";"04769";"Mügeln";"";"";"Sornzig-Ablass";"Flur : Flurstück 175/8";"14730200";"51,229889";"12,932497";"";"";"Windpark Ablaß";"68";"64";"NEG Micon Deutschland GmbH";"NM 64 C / 1500";"";"";"Horizontalläufer";"Windkraft an Land";"3/15/2022";"";"";"Windpark Ablaß GmbH & Co. KG";"ABR968054255367";"Volleinspeisung";"SGE946417349663";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung; Hochspannung; Hochspannung; Hochspannung";"SEL912183867588";"EEG902467234465";"E41081010000000000000000000005905";"10/21/1999";"1500";"";"";"";"";""
"SEE928672474632";"WEA 05-64832 NM64c/1500";"In Betrieb";"Wind";"1500";"1500";"9/30/1999";"3/12/2020";"Sachsen";"04769";"Mügeln";"";"";"Sornzig-Ablass";"Flur : Flurstück 161";"14730200";"51,226961";"12,931";"";"";"Windpark Ablaß";"68";"64";"NEG Micon Deutschland GmbH";"NM 64 C / 1500";"";"";"Horizontalläufer";"Windkraft an Land";"3/15/2022";"";"";"Windpark Ablaß GmbH & Co. KG";"ABR968054255367";"Volleinspeisung";"SGE992337697810";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung; Hochspannung; Hochspannung; Hochspannung";"SEL912183867588";"EEG982952411588";"E41081010000000000000000000005907";"9/30/1999";"1500";"";"";"";"";""
"SEE978785189381";"WEA 06-64838 NM64c/1500";"In Betrieb";"Wind";"1500";"1500";"10/13/1999";"3/12/2020";"Sachsen";"04769";"Mügeln";"";"";"Sornzig-Ablass";"Flur : Flurstück 112/1";"14730200";"51,221786";"12,933131";"";"";"Windpark Ablaß";"68";"64";"NEG Micon Deutschland GmbH";"NM 64 C / 1500";"";"";"Horizontalläufer";"Windkraft an Land";"3/15/2022";"";"";"Windpark Ablaß GmbH & Co. KG";"ABR968054255367";"Volleinspeisung";"SGE919521776397";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung; Hochspannung; Hochspannung; Hochspannung";"SEL912183867588";"EEG961252949106";"E41081010000000000000000000005909";"10/13/1999";"1500";"";"";"";"";""
"SEE927428806253";"WEA 07-64842 NM64c/1500";"In Betrieb";"Wind";"1500";"1500";"10/19/1999";"3/12/2020";"Sachsen";"04769";"Mügeln";"";"";"Sornzig-Ablass";"Flur : Flurstück 115";"14730200";"51,221575";"12,928306";"";"";"Windpark Ablaß";"68";"64";"NEG Micon Deutschland GmbH";"NM 64 C / 1500";"";"";"Horizontalläufer";"Windkraft an Land";"3/15/2022";"";"";"Windpark Ablaß GmbH & Co. KG";"ABR968054255367";"Volleinspeisung";"SGE955473704071";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung; Hochspannung; Hochspannung; Hochspannung";"SEL912183867588";"EEG917970719224";"E41081010000000000000000000005911";"10/19/1999";"1500";"";"";"";"";""
"SEE989706326921";"E 44 Freiberg/Zug";"In Betrieb";"Wind";"600";"600";"12/16/2002";"3/12/2020";"Sachsen";"09599";"Freiberg";"";"";"Langenrinne";"166/2";"14522180";"50,884746";"13,363459";"";"";"Freiberg/Zug";"78";"44";"ENERCON GmbH";"E 40/6.44";"";"";"Horizontalläufer";"Windkraft an Land";"3/19/2021";"";"";"Pool Verwaltungsgesellschaft Windpark Zug";"ABR930694304798";"Volleinspeisung";"SGE932210600780";"Freiberger Stromversorgung GmbH (SNB990971435621)";"SNB990971435621";"Geprüft";"Mittelspannung";"SEL933572916175";"EEG930948927636";"E41081010000000000000000000008789";"12/16/2002";"600";"";"";"";"";""
"SEE976906195518";"WEA 08-64839 NM64c/1500";"In Betrieb";"Wind";"1500";"1500";"10/10/1999";"3/16/2020";"Sachsen";"04769";"Mügeln";"";"";"Sornzig-Ablass";"Flur : Flurstück 122/1";"14730200";"51,222092";"12,923425";"";"";"Windpark Ablaß";"68";"64";"NEG Micon Deutschland GmbH";"NM 64 C / 1500";"";"";"Horizontalläufer";"Windkraft an Land";"3/15/2022";"";"";"Windpark Ablaß GmbH & Co. KG";"ABR968054255367";"Volleinspeisung";"SGE908850451822";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung; Hochspannung; Hochspannung; Hochspannung";"SEL912183867588";"EEG983844704801";"E41081010000000000000000000005912";"10/10/1999";"1500";"";"";"";"";""
"SEE925166001862";"WEA 09-64836 NM64c/1500";"In Betrieb";"Wind";"1500";"1500";"9/29/1999";"3/16/2020";"Sachsen";"04769";"Mügeln";"";"";"Sornzig-Ablass";"Flur : Flurstück 125/4";"14730200";"51,222997";"12,919547";"";"";"Windpark Ablaß";"68";"64";"NEG Micon Deutschland GmbH";"NM 64 C / 1500";"";"";"Horizontalläufer";"Windkraft an Land";"3/15/2022";"";"";"Windpark Ablaß GmbH & Co. KG";"ABR968054255367";"Volleinspeisung";"SGE931249671655";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung; Hochspannung; Hochspannung; Hochspannung";"SEL912183867588";"EEG979752374922";"E41081010000000000000000000005908";"9/29/1999";"1500";"";"";"";"";""
"SEE942838917146";"WEA 11-64815 NM64c/1500";"In Betrieb";"Wind";"1500";"1500";"9/14/1999";"3/16/2020";"Sachsen";"04769";"Mügeln";"";"";"Sornzig-Ablass";"Flur : Flurstück 141";"14730200";"51,229322";"12,918739";"";"";"Windpark Ablaß";"68";"64";"NEG Micon Deutschland GmbH";"NM 64 C / 1500";"";"";"Horizontalläufer";"Windkraft an Land";"3/15/2022";"";"";"Windpark Ablaß GmbH & Co. KG";"ABR968054255367";"Volleinspeisung";"SGE954909852270";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung; Hochspannung; Hochspannung; Hochspannung";"SEL912183867588";"EEG949070774445";"E41081010000000000000000000005906";"9/14/1999";"1500";"";"";"";"";""
"SEE964472554082";"WEA 12-64829 NM64c/1500";"In Betrieb";"Wind";"1500";"1500";"9/30/1999";"3/16/2020";"Sachsen";"04769";"Mügeln";"";"";"Sornzig-Ablass";"Flur : Flurstück 150";"14730200";"51,230006";"12,925739";"";"";"Windpark Ablaß";"68";"64";"NEG Micon Deutschland GmbH";"NM 64 C / 1500";"";"";"Horizontalläufer";"Windkraft an Land";"3/15/2022";"";"";"Windpark Ablaß GmbH & Co. KG";"ABR968054255367";"Volleinspeisung";"SGE907419171560";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung; Hochspannung; Hochspannung; Hochspannung";"SEL912183867588";"EEG946109703544";"E41081010000000000000000000005910";"9/30/1999";"1500";"";"";"";"";""
"SEE902931615394";"66157";"In Betrieb";"Wind";"1500";"1500";"4/26/1999";"3/18/2020";"Sachsen";"04249";"Leipzig";"";"";"Rehbach";"Flur - : 107/1";"14713000";"51,267093";"12,256071";"";"";"Windenergienutzungsgesellschaft Leipzig mbH & Co. Windpark Rehbach KG";"67";"66";"ENERCON GmbH";"E-66/15.66";"";"";"Horizontalläufer";"Windkraft an Land";"6/16/2023";"";"";"Windenergienutzungsgesellschaft Leipzig mbH & Co. Windpark Rehbach KG";"ABR931077805536";"Volleinspeisung";"SGE982620833988";"Netz Leipzig GmbH (SNB948859455841)";"SNB948859455841";"In Prüfung";"Mittelspannung";"SEL977668904943";"EEG965170688277";"E41081010000000000000000000005929";"4/26/1999";"1500";"";"";"";"";""
"SEE950290548488";"66158";"In Betrieb";"Wind";"1500";"1500";"4/26/1999";"3/18/2020";"Sachsen";"04249";"Leipzig";"";"";"Rehbach";"Flur - : 107/1";"14713000";"51,264801";"12,256626";"";"";"Windenergienutzungsgesellschaft Leipzig mbH & Co. Windpark Rehbach KG";"67";"66";"ENERCON GmbH";"E-66/15.66";"";"";"Horizontalläufer";"Windkraft an Land";"6/16/2023";"";"";"Windenergienutzungsgesellschaft Leipzig mbH & Co. Windpark Rehbach KG";"ABR931077805536";"Volleinspeisung";"SGE982620833988";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Mittelspannung";"SEL973175512138";"EEG975297895687";"E41081010000000000000000000005930";"4/26/1999";"1500";"";"";"";"";""
"SEE932975227154";"66159";"In Betrieb";"Wind";"1500";"1500";"4/26/1999";"3/18/2020";"Sachsen";"04249";"Leipzig";"";"";"Rehbach";"Flur - : 123";"14713000";"51,264112";"12,252477";"";"";"Windenergienutzungsgesellschaft Leipzig mbH & Co. Windpark Rehbach KG";"67";"66";"ENERCON GmbH";"E-66/15.66";"";"";"Horizontalläufer";"Windkraft an Land";"6/16/2023";"";"";"Windenergienutzungsgesellschaft Leipzig mbH & Co. Windpark Rehbach KG";"ABR931077805536";"Volleinspeisung";"SGE926340714363";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL924742522654";"EEG951133539984";"E41081010000000000000000000005931";"4/26/1999";"1500";"";"";"";"";""
"SEE924731629500";"66160";"In Betrieb";"Wind";"1500";"1500";"4/26/1999";"3/19/2020";"Sachsen";"04249";"Leipzig";"";"";"Rehbach";"Flur - : 123";"14713000";"51,266363";"12,252529";"";"";"Windenergienutzungsgesellschaft Leipzig mbH & Co. Windpark Rehbach KG";"67";"66";"ENERCON GmbH";"E-66/15.66";"";"";"Horizontalläufer";"Windkraft an Land";"6/16/2023";"";"";"Windenergienutzungsgesellschaft Leipzig mbH & Co. Windpark Rehbach KG";"ABR931077805536";"Volleinspeisung";"SGE926340714363";"Netz Leipzig GmbH (SNB948859455841)";"SNB948859455841";"In Prüfung";"Mittelspannung";"SEL977668904943";"EEG937640364578";"E41081010000000000000000000005932";"4/26/1999";"1500";"";"";"";"";""
"SEE982048144260";"Streumen";"In Betrieb";"Wind";"2300";"2300";"9/9/2011";"3/24/2020";"Sachsen";"01609";"Streumen";"Am Umspannwerk";"";"";"";"14627340";"51,344287";"13,38626";"";"";"Streumen";"138,38";"92";"ENERCON GmbH";"E82";"";"";"Horizontalläufer";"Windkraft an Land";"5/26/2021";"";"";"natürliche Person (ABR972642772075)";"ABR972642772075";"Volleinspeisung";"";"SachsenNetze HS.HD GmbH (SNB968914838013)";"SNB968914838013";"Geprüft";"Mittelspannung";"SEL901507459950";"EEG977360753597";"E41874010000000000314101083200001";"9/9/2011";"2300";"";"";"";"";""
"SEE939352560545";"WKA 1 Breitenau 40555";"In Betrieb";"Wind";"500";"500";"5/14/1996";"3/29/2020";"Sachsen";"01816";"Bad Gottleuba-Berggießhübel";"Am Berg";"";"";"";"14628020";"50,809584";"13,896098";"";"";"Breitenau";"";"40";"ENERCON GmbH";"E-40";"";"";"Vertikalläufer";"Windkraft an Land";"5/25/2021";"";"";"natürliche Person (ABR983303623780)";"ABR983303623780";"Volleinspeisung";"";"SachsenNetze HS.HD GmbH (SNB968914838013)";"SNB968914838013";"Geprüft";"Mittelspannung";"SEL923744918489";"EEG979603488419";"E41874010000000000114000262000001";"5/14/1996";"500";"";"";"";"";""
"SEE921731950665";"WKA 2 Breitenau 41448";"In Betrieb";"Wind";"500";"500";"11/3/1998";"3/29/2020";"Sachsen";"01816";"Bad Gottleuba-Berggießhübel";"";"";"Breitenau";"Breitenau 39/18";"14628020";"50,812894";"13,890017";"";"";"Berg";"";"40";"ENERCON GmbH";"E-40";"";"";"Vertikalläufer";"Windkraft an Land";"7/27/2022";"";"";"natürliche Person (ABR983303623780)";"ABR983303623780";"Volleinspeisung";"";"SachsenNetze HS.HD GmbH (SNB968914838013)";"SNB968914838013";"Geprüft";"Mittelspannung";"SEL948924924913";"EEG927152063755";"E41874010000000000114000259600001";"11/3/1998";"500";"";"";"";"";""
"SEE925604515357";"WKA 3 Breitenau 40225";"In Betrieb";"Wind";"600";"600";"4/11/2002";"3/29/2020";"Sachsen";"01816";"Bad Gottleuba-Berggießhübel";"Am Berg";"";"";"";"14628020";"50,815823";"13,900552";"";"";"Berg";"";"44";"ENERCON GmbH";"E-40";"";"";"Vertikalläufer";"Windkraft an Land";"7/27/2022";"";"";"natürliche Person (ABR983303623780)";"ABR983303623780";"Volleinspeisung";"";"SachsenNetze HS.HD GmbH (SNB968914838013)";"SNB968914838013";"Geprüft";"Mittelspannung";"SEL923744918489";"EEG965942365788";"E41874010000000000114047604700001";"4/11/2002";"600";"";"";"";"";""
"SEE968271931716";"WP BW WEA2";"In Betrieb";"Wind";"500";"500";"6/11/1999";"3/30/2020";"Sachsen";"04680";"Colditz";"";"";"Bockwitz";"Bockwitz, Flurstück 76/2";"14729010";"51,125732";"12,884746";"";"";"Bockwitz";"65";"40";"ENERCON GmbH";"Enercon E40/6.44";"";"";"Horizontalläufer";"Windkraft an Land";"5/26/2023";"";"";"Bauernhof GmbH Meuselwitz";"ABR902436142845";"Volleinspeisung";"SGE976682020240";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL936693694496";"EEG937751365051";"E41081010000000000000000000013884";"6/11/1999";"600";"";"";"";"";""
"SEE942059584172";"DW 60001-01";"In Betrieb";"Wind";"1000";"1000";"8/30/2001";"4/16/2020";"Sachsen";"09112";"Chemnitz";"";"";"Niederrabenstein";"Flurstück 450";"14511000";"50,845875";"12,833164";"";"";"WP Chemnitz";"68";"62";"DeWind GmbH";"D6/62";"";"";"Horizontalläufer";"Windkraft an Land";"12/29/2021";"";"";"RegEn Windpark Chemnitz GmbH & Co. Betriebs KG";"ABR941933762675";"Volleinspeisung";"SGE932719508259";"inetz GmbH (SNB916663914472)";"SNB916663914472";"Geprüft";"Mittelspannung";"SEL951939231846";"EEG943583955162";"E41893010000000000001000129400001";"8/30/2001";"1000";"";"";"";"";""
"SEE906190485743";"DW 60078-02";"In Betrieb";"Wind";"1000";"1000";"8/21/2001";"4/20/2020";"Sachsen";"09112";"Chemnitz";"";"";"Niederrabenstein";"Flurstück 450";"14511000";"50,84337";"12,832291";"";"";"WP Chemnitz";"68";"62";"DeWind GmbH";"DeWind D6/62";"";"";"Horizontalläufer";"Windkraft an Land";"12/29/2021";"";"";"RegEn Windpark Chemnitz GmbH & Co. Betriebs KG";"ABR941933762675";"Volleinspeisung";"SGE932719508259";"inetz GmbH (SNB916663914472)";"SNB916663914472";"Geprüft";"Mittelspannung";"SEL951939231846";"EEG922384905286";"E41893010000000000001000129400002";"8/21/2001";"1000";"";"";"";"";""
"SEE990057209573";"DW 50189-03";"In Betrieb";"Wind";"600";"600";"8/24/2001";"4/20/2020";"Sachsen";"09112";"Chemnitz";"";"";"Niederrabenstein";"Flurstück 450";"14511000";"50,841008";"12,833396";"";"";"WP Chemnitz";"70";"48";"DeWind GmbH";"DeWind D4/48";"";"";"Horizontalläufer";"Windkraft an Land";"5/23/2022";"";"";"RegEn Windpark Chemnitz GmbH & Co. Betriebs KG";"ABR941933762675";"Volleinspeisung";"SGE932719508259";"inetz GmbH (SNB916663914472)";"SNB916663914472";"Geprüft";"Mittelspannung";"SEL951939231846";"EEG911169433960";"E41893010000000000001000129400003";"8/24/2001";"600";"";"";"";"";""
"SEE969657694881";"WEA Raßlitz 58036";"In Betrieb";"Wind";"1000";"1000";"4/25/2001";"4/23/2020";"Sachsen";"01683";"Nossen";"";"";"Graupzig";"FST 96/4";"14627100";"51,144536";"13,325211";"";"";"WP Raßlitz";"70";"58";"ENERCON GmbH";"E-58";"";"";"Horizontalläufer";"Windkraft an Land";"9/13/2022";"";"";"Raßlitz II GmbH & Co. KG";"ABR957598310069";"Volleinspeisung";"";"SachsenNetze HS.HD GmbH (SNB968914838013)";"SNB968914838013";"Geprüft";"Mittelspannung";"SEL967970923886";"EEG913286250604";"E41874010000000000314100053800001";"4/25/2001";"1000";"";"";"";"";""
"SEE906299104408";"WEA Kuhschnappel 04";"In Betrieb";"Wind";"3600";"3600";"3/31/2022";"4/13/2022";"Sachsen";"09356";"St. Egidien";"";"";"Kuhschnappel";"141/2";"14524280";"50,808435";"12,628542";"";"";"Windpark Kuhschnappel";"166";"136";"Vestas Deutschland GmbH";"Vestas V136- 3.45/3.6 MW";"";"";"Horizontalläufer";"Windkraft an Land";"7/22/2022";"";"";"Energieanlagen Kuhschnappel GmbH & Co. KG";"ABR997759970381";"Volleinspeisung";"SGE988656549541";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL961238114344";"EEG996922963175";"E41081010000000000000000000314861";"3/31/2022";"3600";"WIN20-3/027,";"";"";"";""
"SEE933414713962";"WEA 1";"In Betrieb";"Wind";"1500";"1500";"3/11/2003";"4/28/2020";"Sachsen";"02829";"Neißeaue";"";"";"Deschka";"Flur 3, Flurstück 47";"14626330";"51,26005";"15,0073";"";"";"GLS Windpark Zodl GmbH & Co. KG";"100";"77";"General Electric Deutschland Holding GmbH";"GE 1,5 SL";"";"";"Horizontalläufer";"Windkraft an Land";"4/12/2022";"";"";"GLS Windpark Zodel GmbH & Co. KG";"ABR988247688451";"Volleinspeisung";"SGE991218678467";"SachsenNetze HS.HD GmbH (SNB968914838013)";"SNB968914838013";"Geprüft";"Hochspannung";"SEL930573652354";"EEG902368822396";"E41874010000000000314100041900001";"3/11/2003";"1500";"";"";"";"";""
"SEE908848290884";"WEA 2";"In Betrieb";"Wind";"1500";"1500";"3/5/2003";"4/28/2020";"Sachsen";"02829";"Neißeaue";"";"";"Deschka";"Flur 3: Flurstück 47";"14626330";"51,26025";"15,00285";"";"";"GLS Windpark Zodel GmbH & Co. KG";"100";"77";"GE Renewable Germany GmbH";"GE 1,5 SL";"";"";"Horizontalläufer";"Windkraft an Land";"4/12/2022";"";"";"GLS Windpark Zodel GmbH & Co. KG";"ABR988247688451";"Volleinspeisung";"SGE991218678467";"SachsenNetze HS.HD GmbH (SNB968914838013)";"SNB968914838013";"Geprüft";"Hochspannung";"SEL930573652354";"EEG925267366273";"E41874010000000000314100041700001";"3/5/2003";"1500";"";"";"";"";""
"SEE936098032800";"WEA 3";"In Betrieb";"Wind";"1500";"1500";"3/6/2003";"4/28/2020";"Sachsen";"02829";"Neißeaue";"";"";"Deschka";"Flur 3: Flurstück 49";"14626330";"51,260673";"14,997867";"";"";"GLS Windpark Zodel GmbH & Co. KG";"100";"77";"General Electric Deutschland Holding GmbH";"GE 1,5 SL";"";"";"Horizontalläufer";"Windkraft an Land";"4/16/2021";"";"";"GLS Windpark Zodel GmbH & Co. KG";"ABR988247688451";"Volleinspeisung";"SGE991218678467";"SachsenNetze HS.HD GmbH (SNB968914838013)";"SNB968914838013";"Geprüft";"Hochspannung";"SEL930573652354";"EEG955754061244";"E41874010000000000314100041800001";"3/6/2003";"1500";"";"";"";"";""
"SEE926639556162";"WEA 4";"In Betrieb";"Wind";"1500";"1500";"2/12/2003";"4/28/2020";"Sachsen";"02829";"Neißeaue";"";"";"Deschka";"Flur 2: Flurstück 16";"14626330";"51,260867";"14,993217";"";"";"GLS Windpark Zodel GmbH & Co. KG";"100";"77";"General Electric Deutschland Holding GmbH";"GE 1,5 SL";"";"";"Horizontalläufer";"Windkraft an Land";"4/16/2021";"";"";"GLS Windpark Zodel GmbH & Co. KG";"ABR988247688451";"Volleinspeisung";"SGE991218678467";"SachsenNetze HS.HD GmbH (SNB968914838013)";"SNB968914838013";"Geprüft";"Hochspannung";"SEL930573652354";"EEG967377578771";"E41874010000000000114045876600001";"2/12/2003";"1500";"";"";"";"";""
"SEE932374595786";"WEA 5";"In Betrieb";"Wind";"1500";"1500";"3/18/2003";"4/28/2020";"Sachsen";"02829";"Neißeaue";"";"";"Zodel";"Flur1: Flurstück 9";"14626330";"51,256333";"15,005283";"";"";"GLS Windpark Zodel GmbH & Co. KG";"100";"77";"General Electric Deutschland Holding GmbH";"GE 1,5 SL";"";"";"Horizontalläufer";"Windkraft an Land";"4/16/2021";"";"";"GLS Windpark Zodel GmbH & Co. KG";"ABR988247688451";"Volleinspeisung";"SGE991218678467";"SachsenNetze HS.HD GmbH (SNB968914838013)";"SNB968914838013";"Geprüft";"Hochspannung";"SEL930573652354";"EEG916724439548";"E41874010000000000314100042000001";"3/18/2003";"1500";"";"";"";"";""
"SEE983493898159";"WEA 6";"In Betrieb";"Wind";"1500";"1500";"2/13/2003";"4/28/2020";"Sachsen";"02829";"Neißeaue";"";"";"Zodel";"Flur 1: Flurstück 8";"14626330";"51,256767";"15,001167";"";"";"GLS Windpark Zodel GmbH & Co. KG";"100";"77";"General Electric Deutschland Holding GmbH";"GE 1,5 SL";"";"";"Horizontalläufer";"Windkraft an Land";"4/16/2021";"";"";"GLS Windpark Zodel GmbH & Co. KG";"ABR988247688451";"Volleinspeisung";"SGE991218678467";"SachsenNetze HS.HD GmbH (SNB968914838013)";"SNB968914838013";"Geprüft";"Hochspannung";"SEL930573652354";"EEG983128391444";"E41874010000000000314100041400001";"2/13/2003";"1500";"";"";"";"";""
"SEE987944329056";"WEA 7";"In Betrieb";"Wind";"1500";"1500";"2/26/2003";"4/28/2020";"Sachsen";"02829";"Neißeaue";"";"";"Zodel";"Flur 1: Flurstück 89";"14626330";"51,25735";"14,996733";"";"";"GLS Windpark Zodel GmbH & Co. KG";"100";"77";"General Electric Deutschland Holding GmbH";"GE 1,5 SL";"";"";"Horizontalläufer";"Windkraft an Land";"4/19/2021";"";"";"GLS Windpark Zodel GmbH & Co. KG";"ABR988247688451";"Volleinspeisung";"SGE991218678467";"SachsenNetze HS.HD GmbH (SNB968914838013)";"SNB968914838013";"Geprüft";"Hochspannung";"SEL930573652354";"EEG993661682138";"E41874010000000000314100041500001";"2/26/2003";"1500";"";"";"";"";""
